SubtiWiki,BSU_number,FuncId,FuncName1,FuncName2,FuncName3,FuncName4,FuncName5
yfhF,BSU_08510,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ylxP,BSU_16640,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
ydaT,BSU_04380,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
gtaB,BSU_35670,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
phoR,BSU_29100,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
chaA,BSU_07920,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
spx,BSU_11500,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yjbC,BSU_11490,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
yfhL,BSU_08580,SW 4.3,Lifestyles,coping with stress,general stress proteins (controlled by SigB),NA,NA
abh,BSU_14480,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
bcrC,BSU_36530,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
coaX,BSU_00700,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
csbB,BSU_08600,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ddl,BSU_04560,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
disA,BSU_00880,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
divIB,BSU_15240,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
divIC,BSU_00620,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
dltA,BSU_38500,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
dltB,BSU_38510,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
dltC,BSU_38520,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
dltD,BSU_38530,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
dltE,BSU_38540,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
fabF,BSU_11340,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
fatR,BSU_27170,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
fosB,BSU_17840,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ftsH,BSU_00690,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ispD,BSU_00900,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
tagU,BSU_35650,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
minC,BSU_28000,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
minD,BSU_27990,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
mreB,BSU_28030,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
mreC,BSU_28020,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
mreD,BSU_28010,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
murB,BSU_15230,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
murF,BSU_04570,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
rsiV,BSU_27130,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
sigV,BSU_27120,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
oatA,BSU_27140,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yrhK,BSU_27150,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
pbpE,BSU_34440,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
pbpX,BSU_16950,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ponA,BSU_22320,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
psd,BSU_02290,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
pspA,BSU_06180,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
pssA,BSU_02270,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
racX,BSU_34430,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
radC,BSU_28040,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
rapD,BSU_36380,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
recU,BSU_22310,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
rodA,BSU_38120,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
rsiW,BSU_01740,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
rsiX,BSU_23090,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
sbp,BSU_15270,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
secDF,BSU_27650,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
sigM,BSU_09520,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
sigW,BSU_01730,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
sigX,BSU_23100,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
sigY,BSU_38700,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
spo0M,BSU_08760,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
sppA,BSU_29530,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
spx,BSU_11500,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
tilS,BSU_00670,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ugtP,BSU_21920,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
xpaC,BSU_00250,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yaaN,BSU_00260,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yacL,BSU_00890,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ybfM,BSU_02280,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ybfO,BSU_02310,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ybfP,BSU_02320,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ybfQ,BSU_02330,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ybgB,BSU_02380,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yceC,BSU_02890,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yceD,BSU_02900,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yceE,BSU_02910,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yceF,BSU_02920,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yceG,BSU_02930,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yceH,BSU_02940,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ycgQ,BSU_03240,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ycgR,BSU_03250,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ydaH,BSU_04230,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ydbS,BSU_04590,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ydbT,BSU_04600,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ydjO,BSU_06270,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ydjP,BSU_06280,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yeaA,BSU_06290,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yebC,BSU_06380,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yfhL,BSU_08580,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yfhM,BSU_08590,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yfnI,BSU_07260,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yhdK,BSU_09500,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yhdL,BSU_09510,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yjbC,BSU_11490,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yjoB,BSU_12420,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yknW,BSU_14340,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yknX,BSU_14350,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yknY,BSU_14360,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yknZ,BSU_14370,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ylxW,BSU_15250,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ylxX,BSU_15260,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yngC,BSU_18190,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yoaF,BSU_18580,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yoaG,BSU_18590,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yobJ,BSU_18980,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yozO,BSU_19290,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ypbG,BSU_22980,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ypuA,BSU_23370,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ypuD,BSU_23300,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yqeZ,BSU_25390,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
floA,BSU_25380,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yqfB,BSU_25370,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yqjL,BSU_23830,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yrhH,BSU_27180,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yrhJ,BSU_27160,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ysdB,BSU_28830,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yteJ,BSU_29520,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ythP,BSU_30010,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ythQ,BSU_30000,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ytpA,BSU_30510,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ytpB,BSU_30500,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yuaF,BSU_31020,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
floT,BSU_31010,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yuaI,BSU_31000,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yvlA,BSU_35130,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yvlB,BSU_35120,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yvlC,BSU_35110,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yvlD,BSU_35100,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ywaC,BSU_38480,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ywbN,BSU_38260,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ywbO,BSU_38250,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ywnJ,BSU_36540,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
ywrE,BSU_36090,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
tagT,BSU_35840,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yxjI,BSU_38940,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yxlC,BSU_38690,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yxlD,BSU_38680,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yxlE,BSU_38670,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yxlF,BSU_38660,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yxlG,BSU_38650,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yxzE,BSU_38790,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
hprT,BSU_00680,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
metA,BSU_21910,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
yacC,BSU_00710,SW 4.3,Lifestyles,coping with stress,"cell envelope stress proteins (controlled by SigM, V, W, X, Y)",NA,NA
oxdC,BSU_33240,SW 4.3,Lifestyles,coping with stress,acid stress proteins (controlled by YvrI-YvrHa),NA,NA
yvrL,BSU_33250,SW 4.3,Lifestyles,coping with stress,acid stress proteins (controlled by YvrI-YvrHa),NA,NA
yvrI,BSU_33230,SW 4.3,Lifestyles,coping with stress,acid stress proteins (controlled by YvrI-YvrHa),NA,NA
yvrHa,BSU_33222,SW 4.3,Lifestyles,coping with stress,acid stress proteins (controlled by YvrI-YvrHa),NA,NA
yvrJ,BSU_33239,SW 4.3,Lifestyles,coping with stress,acid stress proteins (controlled by YvrI-YvrHa),NA,NA
ftsH,BSU_00690,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
radA,BSU_00870,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
ctsR,BSU_00830,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
hrcA,BSU_25490,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
yqeT,BSU_25450,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
groEL,BSU_06030,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
dnaK,BSU_25470,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
groES,BSU_06020,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
mcsB,BSU_00850,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
mcsA,BSU_00840,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
clpC,BSU_00860,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
dnaJ,BSU_25460,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
clpP,BSU_34540,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
clpE,BSU_13700,SW 4.3,Lifestyles,coping with stress,heat shock proteins,NA,NA
