UniProtKB	P45949	arsR		GO:0006355	GO_REF:0000033	IBA	PANTHER:PTN002108422|UniProtKB:P37309	P	Arsenical resistance operon repressor	UniProtKB:P45949|PTN002108560	protein	NCBITaxon:224308	20170228	GO_Central			regulation of DNA-templated transcription
UniProtKB	P55069	citM		GO:0055085	GO_REF:0000033	IBA	PANTHER:PTN000031793|MGI:MGI:1276558|RGD:628786|SGD:S000005296|SGD:S000000633|ZFIN:ZDB-GENE-031222-3|UniProtKB:Q13183|UniProtKB:Q8WWT9|RGD:61920|MGI:MGI:3037150|MGI:MGI:2149635	P	Mg(2+)/citrate complex secondary transporter	UniProtKB:P55069|PTN000032055	protein	NCBITaxon:224308	20231108	GO_Central			transmembrane transport
UniProtKB	P54417	opuD		GO:0006810	GO_REF:0000033	IBA	PANTHER:PTN001247333|UniProtKB:P31553|UniProtKB:P54417|UniProtKB:Q9HTR3	P	Glycine betaine transporter OpuD	UniProtKB:P54417|PTN000769341	protein	NCBITaxon:224308	20230406	GO_Central			transport
UniProtKB	P54417	opuD		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN001247333|UniProtKB:P31553|UniProtKB:P0ABD1|UniProtKB:P0ABC9	C	Glycine betaine transporter OpuD	UniProtKB:P54417|PTN000769341	protein	NCBITaxon:224308	20170228	GO_Central			plasma membrane
UniProtKB	P54417	opuD		GO:0022857	GO_REF:0000033	IBA	PANTHER:PTN001247333|UniProtKB:Q9HTR3|UniProtKB:Q9HX83|UniProtKB:Q9HTI9|UniProtKB:P31553	F	Glycine betaine transporter OpuD	UniProtKB:P54417|PTN000769341	protein	NCBITaxon:224308	20230406	GO_Central			transmembrane transporter activity
UniProtKB	P54445	psiE		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN002208674|UniProtKB:P0A7C8	C	Protein PsiE homolog	UniProtKB:P54445|PTN002208678	protein	NCBITaxon:224308	20170901	GO_Central			plasma membrane
UniProtKB	P54452	yqeG		GO:0016791	GO_REF:0000033	IBA	PANTHER:PTN002711682|FB:FBgn0030347|SGD:S000002395|UniProtKB:O33194|MGI:MGI:1914328|PomBase:SPBC15D4.15|UniProtKB:Q96GD0|UniProtKB:Q9LXR9|UniProtKB:P0DKC3|UniProtKB:A0A2K3DU55|CGD:CAL0000178325|UniProtKB:A6NDG6|RGD:1307773|UniProtKB:P0AF24|SGD:S000001142|UniProtKB:Q3ZBF9|MGI:MGI:1919282|FB:FBgn0024995	F	Probable phosphatase YqeG	UniProtKB:P54452|PTN000445920	protein	NCBITaxon:224308	20221008	GO_Central			phosphatase activity
UniProtKB	O35040	ykoQ		GO:0008758	GO_REF:0000033	IBA	PANTHER:PTN000769845|UniProtKB:O84467	F	Uncharacterized metallophosphoesterase YkoQ	UniProtKB:O35040|PTN001262828	protein	NCBITaxon:224308	20171130	GO_Central			UDP-2,3-diacylglucosamine hydrolase activity
UniProtKB	O35040	ykoQ		GO:0009245	GO_REF:0000033	IBA	PANTHER:PTN000769845|UniProtKB:O84467	P	Uncharacterized metallophosphoesterase YkoQ	UniProtKB:O35040|PTN001262828	protein	NCBITaxon:224308	20171130	GO_Central			lipid A biosynthetic process
UniProtKB	P54517	yqhS		GO:0003855	GO_REF:0000033	IBA	PANTHER:PTN000479790|UniProtKB:P9WPX7|UniProtKB:P05147	F	3-dehydroquinate dehydratase	UniProtKB:P54517|PTN000479791	protein	NCBITaxon:224308	20210623	GO_Central			3-dehydroquinate dehydratase activity
UniProtKB	P54517	yqhS		GO:0019631	GO_REF:0000033	IBA	PANTHER:PTN000479790|UniProtKB:P05147	P	3-dehydroquinate dehydratase	UniProtKB:P54517|PTN000479791	protein	NCBITaxon:224308	20210623	GO_Central			quinate catabolic process
UniProtKB	P54533	bfmBC		GO:0004148	GO_REF:0000033	IBA	PANTHER:PTN000530299|UniProtKB:P0A9P0|MGI:MGI:107450|UniProtKB:P09622|UniProtKB:O81413|UniProtKB:Q8IAZ6|UniProtKB:Q8I5A0|UniProtKB:P9WHH9|TAIR:locus:2089030|SGD:S000001876|RGD:735073	F	Dihydrolipoyl dehydrogenase	UniProtKB:P54533|PTN000530746	protein	NCBITaxon:224308	20230111	GO_Central			dihydrolipoyl dehydrogenase activity
UniProtKB	P54533	bfmBC		GO:0050660	GO_REF:0000033	IBA	PANTHER:PTN000530299|UniProtKB:P9WHH3|UniProtKB:P27306|UniProtKB:P0A9P0|RGD:735073|UniProtKB:P9WHH9	F	Dihydrolipoyl dehydrogenase	UniProtKB:P54533|PTN000530746	protein	NCBITaxon:224308	20200219	GO_Central			flavin adenine dinucleotide binding
UniProtKB	P54167	metAA		GO:0008899	GO_REF:0000033	IBA	PANTHER:PTN000467771|UniProtKB:P07623	F	Homoserine O-acetyltransferase	UniProtKB:P54167|PTN000467772	protein	NCBITaxon:224308	20170228	GO_Central			homoserine O-succinyltransferase activity
UniProtKB	P40398	yhxD		GO:0016616	GO_REF:0000033	IBA	PANTHER:PTN002449287|MGI:MGI:95911|UniProtKB:Q8N4T8|UniProtKB:P0AEK2|UniProtKB:O54438|SGD:S000001538|UniProtKB:P0AG84|UniProtKB:Q8I2S7|TAIR:locus:2024021|UniProtKB:P9WGT1|CGD:CAL0000174204|UniProtKB:P37769|UniProtKB:Q92506|UniProtKB:P05707	F	Uncharacterized oxidoreductase YhxD	UniProtKB:P40398|PTN001215575	protein	NCBITaxon:224308	20230111	GO_Central			oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
UniProtKB	P40399	rsbU		GO:0016791	GO_REF:0000033	IBA	PANTHER:PTN001464335|UniProtKB:P9WLZ7	F	Phosphoserine phosphatase RsbU	UniProtKB:P40399|PTN001842621	protein	NCBITaxon:224308	20170602	GO_Central			phosphatase activity
UniProtKB	Q07876	rsmH		GO:0071424	GO_REF:0000033	IBA	PANTHER:PTN000137471|UniProtKB:P60390|UniProtKB:A6NJ78	F	Ribosomal RNA small subunit methyltransferase H	UniProtKB:Q07876|PTN000137520	protein	NCBITaxon:224308	20220413	GO_Central			rRNA (cytosine-N4-)-methyltransferase activity
UniProtKB	Q07876	rsmH		GO:0070475	GO_REF:0000033	IBA	PANTHER:PTN000137471|UniProtKB:A6NJ78|UniProtKB:P60390	P	Ribosomal RNA small subunit methyltransferase H	UniProtKB:Q07876|PTN000137520	protein	NCBITaxon:224308	20220413	GO_Central			rRNA base methylation
UniProtKB	Q07876	rsmH		GO:0005737	GO_REF:0000033	IBA	PANTHER:PTN000137519|UniProtKB:P60390	C	Ribosomal RNA small subunit methyltransferase H	UniProtKB:Q07876|PTN000137520	protein	NCBITaxon:224308	20170228	GO_Central			cytoplasm
UniProtKB	Q07868	pbpB		GO:0071555	GO_REF:0000033	IBA	PANTHER:PTN000771406|UniProtKB:P0AD65	P	Penicillin-binding protein 2B	UniProtKB:Q07868|PTN001256036	protein	NCBITaxon:224308	20170828	GO_Central			cell wall organization
UniProtKB	Q07868	pbpB		GO:0008658	GO_REF:0000033	IBA	PANTHER:PTN000771406|UniProtKB:P0AD68|UniProtKB:P0AD65	F	Penicillin-binding protein 2B	UniProtKB:Q07868|PTN001256036	protein	NCBITaxon:224308	20170828	GO_Central			penicillin binding
UniProtKB	Q07429	nrgA		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN000198228|SGD:S000003353|TAIR:locus:2042917|dictyBase:DDB_G0277503|CGD:CAL0000198889|CGD:CAL0000174646|SGD:S000005086	C	Ammonium transporter	UniProtKB:Q07429|PTN000198278	protein	NCBITaxon:224308	20211124	GO_Central			plasma membrane
UniProtKB	Q07429	nrgA		GO:0072488	GO_REF:0000033	IBA	PANTHER:PTN000198228|PomBase:SPAC2E1P3.02c|UniProtKB:P69681|PomBase:SPAC664.14|dictyBase:DDB_G0277503|UniProtKB:G7L1W7|CGD:CAL0000174646|SGD:S000006342|SGD:S000005086|UniProtKB:Q84KJ7|PomBase:SPCPB1C11.01|SGD:S000003353	P	Ammonium transporter	UniProtKB:Q07429|PTN000198278	protein	NCBITaxon:224308	20231109	GO_Central			ammonium transmembrane transport
UniProtKB	Q07429	nrgA		GO:0008519	GO_REF:0000033	IBA	PANTHER:PTN000198228|UniProtKB:G7L1W7|UniProtKB:G5EB09|TAIR:locus:2042917|CGD:CAL0000198889|UniProtKB:P69681|PomBase:SPAC2E1P3.02c|dictyBase:DDB_G0277503|PomBase:SPAC664.14|SGD:S000005086|UniProtKB:G5EB13|SGD:S000006342|CGD:CAL0000174646|SGD:S000003353|PomBase:SPCPB1C11.01	F	Ammonium transporter	UniProtKB:Q07429|PTN000198278	protein	NCBITaxon:224308	20220925	GO_Central			ammonium transmembrane transporter activity
UniProtKB	Q07428	nrgB		GO:0005524	GO_REF:0000033	IBA	PANTHER:PTN004739388|UniProtKB:P0A9Z1|TAIR:locus:2141355|UniProtKB:P9WN31	F	Nitrogen regulatory PII-like protein	UniProtKB:Q07428|PTN001248323	protein	NCBITaxon:224308	20190822	GO_Central			ATP binding
UniProtKB	Q07428	nrgB		GO:0030234	GO_REF:0000033	IBA	PANTHER:PTN004739388|TAIR:locus:2141355|UniProtKB:P0A9Z1	F	Nitrogen regulatory PII-like protein	UniProtKB:Q07428|PTN001248323	protein	NCBITaxon:224308	20211112	GO_Central			enzyme regulator activity
UniProtKB	Q07428	nrgB		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN004739388|UniProtKB:P0A9Z1	C	Nitrogen regulatory PII-like protein	UniProtKB:Q07428|PTN001248323	protein	NCBITaxon:224308	20190822	GO_Central			cytosol
UniProtKB	Q07428	nrgB		GO:0006808	GO_REF:0000033	IBA	PANTHER:PTN004739388|UniProtKB:P0AC55|UniProtKB:P0A9Z1	P	Nitrogen regulatory PII-like protein	UniProtKB:Q07428|PTN001248323	protein	NCBITaxon:224308	20230603	GO_Central			regulation of nitrogen utilization
UniProtKB	P32081	cspB		GO:0003676	GO_REF:0000033	IBA	PANTHER:PTN000166442|UniProtKB:P67809|RGD:621056|UniProtKB:P0A972|UniProtKB:P0A9X9|MGI:MGI:1096372|MGI:MGI:99146|UniProtKB:P36995|RGD:61843|UniProtKB:P0A968|UniProtKB:Q57UC8|UniProtKB:P0A9Y6|MGI:MGI:2137670|ZFIN:ZDB-GENE-000629-3	F	Cold shock protein CspB	UniProtKB:P32081|PTN000166643	protein	NCBITaxon:224308	20231108	GO_Central			nucleic acid binding
UniProtKB	P32081	cspB		GO:0010468	GO_REF:0000033	IBA	PANTHER:PTN000166442|MGI:MGI:1096372|MGI:MGI:99146|UniProtKB:P0A9X9|RGD:621056|UniProtKB:P0A972|UniProtKB:P67809|UniProtKB:P0A357|ZFIN:ZDB-GENE-000629-3|MGI:MGI:2137670|UniProtKB:P0A9Y6|RGD:61843	P	Cold shock protein CspB	UniProtKB:P32081|PTN000166643	protein	NCBITaxon:224308	20230405	GO_Central			regulation of gene expression
UniProtKB	P11998	ribH		GO:0000906	GO_REF:0000033	IBA	PANTHER:PTN000471873|SGD:S000005503|PomBase:SPBC409.13|UniProtKB:P61714|CGD:CAL0000184983|TAIR:locus:2051739	F	6,7-dimethyl-8-ribityllumazine synthase	UniProtKB:P11998|PTN000471892	protein	NCBITaxon:224308	20170228	GO_Central			6,7-dimethyl-8-ribityllumazine synthase activity
UniProtKB	P11998	ribH		GO:0009231	GO_REF:0000033	IBA	PANTHER:PTN000471873|SGD:S000005503|PomBase:SPBC409.13|TAIR:locus:2051739	P	6,7-dimethyl-8-ribityllumazine synthase	UniProtKB:P11998|PTN000471892	protein	NCBITaxon:224308	20170228	GO_Central			riboflavin biosynthetic process
UniProtKB	P11998	ribH		GO:0005622	GO_REF:0000033	IBA	PANTHER:PTN000471873|UniProtKB:P61714|SGD:S000005503	C	6,7-dimethyl-8-ribityllumazine synthase	UniProtKB:P11998|PTN000471892	protein	NCBITaxon:224308	20200808	GO_Central			intracellular anatomical structure
UniProtKB	P11998	ribH		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000471891|UniProtKB:P61714	C	6,7-dimethyl-8-ribityllumazine synthase	UniProtKB:P11998|PTN000471892	protein	NCBITaxon:224308	20170228	GO_Central			cytosol
UniProtKB	C0SPB6	ssbB		GO:0009295	GO_REF:0000033	IBA	PANTHER:PTN000033807|UniProtKB:P0AGE0|UniProtKB:Q04837|SGD:S000007222|FB:FBgn0010438	C	Single-stranded DNA-binding protein B	UniProtKB:C0SPB6|PTN000033864	protein	NCBITaxon:224308	20230405	GO_Central			nucleoid
UniProtKB	C0SPB6	ssbB		GO:0051096	GO_REF:0000033	IBA	PANTHER:PTN000033807|UniProtKB:Q04837	P	Single-stranded DNA-binding protein B	UniProtKB:C0SPB6|PTN000033864	protein	NCBITaxon:224308	20231108	GO_Central			positive regulation of helicase activity
UniProtKB	C0SPB6	ssbB		GO:0003697	GO_REF:0000033	IBA	PANTHER:PTN000033807|TAIR:locus:2119767|TAIR:locus:2136083|UniProtKB:Q04837|TAIR:locus:2015353|UniProtKB:P0AGE0|FB:FBgn0010438|PomBase:SPAC2F3.04c|UniProtKB:Q8I415|UniProtKB:P9WGD5|TAIR:locus:2086889|SGD:S000007222|UniProtKB:Q8GWJ4	F	Single-stranded DNA-binding protein B	UniProtKB:C0SPB6|PTN000033864	protein	NCBITaxon:224308	20230109	GO_Central			single-stranded DNA binding
UniProtKB	C0SPB0	ytcI		GO:0006637	GO_REF:0000033	IBA	PANTHER:PTN001944787|RGD:727928|UniProtKB:Q08AH3	P	Uncharacterized acyl--CoA ligase YtcI	UniProtKB:C0SPB0|PTN000644730	protein	NCBITaxon:224308	20200810	GO_Central			acyl-CoA metabolic process
UniProtKB	C0SPB0	ytcI		GO:0004321	GO_REF:0000033	IBA	PANTHER:PTN001944787|RGD:727928	F	Uncharacterized acyl--CoA ligase YtcI	UniProtKB:C0SPB0|PTN000644730	protein	NCBITaxon:224308	20170228	GO_Central			fatty-acyl-CoA synthase activity
UniProtKB	C0SPB0	ytcI		GO:0006633	GO_REF:0000033	IBA	PANTHER:PTN001944787|MGI:MGI:99538|MGI:MGI:2152200	P	Uncharacterized acyl--CoA ligase YtcI	UniProtKB:C0SPB0|PTN000644730	protein	NCBITaxon:224308	20170228	GO_Central			fatty acid biosynthetic process
UniProtKB	C0SPB0	ytcI		GO:0015645	GO_REF:0000033	IBA	PANTHER:PTN001944787|MGI:MGI:2152200|UniProtKB:Q08AH1|UniProtKB:Q9BEA2|MGI:MGI:99538|RGD:727928	F	Uncharacterized acyl--CoA ligase YtcI	UniProtKB:C0SPB0|PTN000644730	protein	NCBITaxon:224308	20221009	GO_Central			fatty acid ligase activity
UniProtKB	C0SPA8	yobH		GO:0003887	GO_REF:0000033	IBA	PANTHER:PTN000117876|TAIR:locus:2031050|UniProtKB:Q47155|UniProtKB:P04152	F	DNA repair protein homolog YobH	UniProtKB:C0SPA8|PTN007485557	protein	NCBITaxon:224308	20200807	GO_Central			DNA-directed DNA polymerase activity
UniProtKB	C0SPA8	yobH		GO:0042276	GO_REF:0000033	IBA	PANTHER:PTN000117876|UniProtKB:Q9UBT6|UniProtKB:Q47155|WB:WBGene00017696	P	DNA repair protein homolog YobH	UniProtKB:C0SPA8|PTN007485557	protein	NCBITaxon:224308	20200929	GO_Central			error-prone translesion synthesis
UniProtKB	C0SPA8	yobH		GO:0009432	GO_REF:0000033	IBA	PANTHER:PTN000118165|UniProtKB:P04152|UniProtKB:Q47155|UniProtKB:Q8Y5T0|UniProtKB:Q74CQ6	P	DNA repair protein homolog YobH	UniProtKB:C0SPA8|PTN007485557	protein	NCBITaxon:224308	20200807	GO_Central			SOS response
UniProtKB	C0SP99	yciB		GO:0018104	GO_REF:0000033	IBA	PANTHER:PTN001255072|UniProtKB:O53638|UniProtKB:P39176|UniProtKB:P75954|UniProtKB:P0AAX8	P	Putative L,D-transpeptidase YciB	UniProtKB:C0SP99|PTN001577446	protein	NCBITaxon:224308	20170511	GO_Central			peptidoglycan-protein cross-linking
UniProtKB	C0SP99	yciB		GO:0071972	GO_REF:0000033	IBA	PANTHER:PTN001255072|UniProtKB:P0AAX8|UniProtKB:P39176|UniProtKB:P75954|UniProtKB:O53638|UniProtKB:P76193	F	Putative L,D-transpeptidase YciB	UniProtKB:C0SP99|PTN001577446	protein	NCBITaxon:224308	20200809	GO_Central			peptidoglycan L,D-transpeptidase activity
UniProtKB	C0SP95	ycnJ		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN002165654|UniProtKB:P76278	C	Copper transport protein YcnJ	UniProtKB:C0SP95|PTN002165674	protein	NCBITaxon:224308	20180315	GO_Central			plasma membrane
UniProtKB	C0SP94	yhfQ		GO:0030288	GO_REF:0000033	IBA	PANTHER:PTN001254050|UniProtKB:P07822|UniProtKB:P0AEL6	C	Putative ABC transporter substrate-binding lipoprotein YhfQ	UniProtKB:C0SP94|PTN000776220	protein	NCBITaxon:224308	20170228	GO_Central			outer membrane-bounded periplasmic space
UniProtKB	C0SP93	accD		GO:0006633	GO_REF:0000033	IBA	PANTHER:PTN008677411|UniProtKB:P0A9Q5|UniProtKB:P9WQH9	P	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	UniProtKB:C0SP93|PTN000523514	protein	NCBITaxon:224308	20230720	GO_Central			fatty acid biosynthetic process
UniProtKB	C0SP93	accD		GO:2001295	GO_REF:0000033	IBA	PANTHER:PTN008677411|UniProtKB:P0A9Q5	P	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	UniProtKB:C0SP93|PTN000523514	protein	NCBITaxon:224308	20230720	GO_Central			malonyl-CoA biosynthetic process
UniProtKB	C0SP93	accD		GO:0003989	GO_REF:0000033	IBA	PANTHER:PTN008677411|UniProtKB:P0A9Q5	F	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	UniProtKB:C0SP93|PTN000523514	protein	NCBITaxon:224308	20230720	GO_Central			acetyl-CoA carboxylase activity
UniProtKB	C0SP90	ythA		GO:0020037	GO_REF:0000033	IBA	PANTHER:PTN000769172|UniProtKB:P0ABJ9|UniProtKB:P26459	F	Putative cytochrome bd menaquinol oxidase subunit I	UniProtKB:C0SP90|PTN000769176	protein	NCBITaxon:224308	20211112	GO_Central			heme binding
UniProtKB	C0SP90	ythA		GO:0016682	GO_REF:0000033	IBA	PANTHER:PTN000769172|UniProtKB:P26459	F	Putative cytochrome bd menaquinol oxidase subunit I	UniProtKB:C0SP90|PTN000769176	protein	NCBITaxon:224308	20170228	GO_Central			oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor
UniProtKB	C0SP90	ythA		GO:0005886	GO_REF:0000033	IBA	PANTHER:PTN000769172|UniProtKB:P0ABJ9|UniProtKB:P26459	C	Putative cytochrome bd menaquinol oxidase subunit I	UniProtKB:C0SP90|PTN000769176	protein	NCBITaxon:224308	20230111	GO_Central			plasma membrane
UniProtKB	C0SP90	ythA		GO:0019646	GO_REF:0000033	IBA	PANTHER:PTN000769172|UniProtKB:P0ABJ9|UniProtKB:P26459	P	Putative cytochrome bd menaquinol oxidase subunit I	UniProtKB:C0SP90|PTN000769176	protein	NCBITaxon:224308	20170228	GO_Central			aerobic electron transport chain
UniProtKB	C0SP90	ythA		GO:0070069	GO_REF:0000033	IBA	PANTHER:PTN000769172|UniProtKB:P26459|UniProtKB:P0ABJ9	C	Putative cytochrome bd menaquinol oxidase subunit I	UniProtKB:C0SP90|PTN000769176	protein	NCBITaxon:224308	20170228	GO_Central			cytochrome complex
UniProtKB	C0SP90	ythA		GO:0009055	GO_REF:0000033	IBA	PANTHER:PTN000769172|UniProtKB:P26459|UniProtKB:P0ABJ9	F	Putative cytochrome bd menaquinol oxidase subunit I	UniProtKB:C0SP90|PTN000769176	protein	NCBITaxon:224308	20170228	GO_Central			electron transfer activity
UniProtKB	C0SP84	ytlA		GO:0006810	GO_REF:0000033	IBA	PANTHER:PTN001246788|UniProtKB:Q47537	P	Putative binding protein YtlA	UniProtKB:C0SP84|PTN001574371	protein	NCBITaxon:224308	20210531	GO_Central			transport
UniProtKB	C0SP78	mneP		GO:0008324	GO_REF:0000033	IBA	PANTHER:PTN000169311|TAIR:locus:2039697|TAIR:locus:2095873|UniProtKB:P69380	F	Manganese efflux system protein MneP	UniProtKB:C0SP78|PTN000169396	protein	NCBITaxon:224308	20181004	GO_Central			monoatomic cation transmembrane transporter activity
UniProtKB	C0SP78	mneP		GO:0016020	GO_REF:0000033	IBA	PANTHER:PTN000169311|TAIR:locus:2095873|UniProtKB:P69380	C	Manganese efflux system protein MneP	UniProtKB:C0SP78|PTN000169396	protein	NCBITaxon:224308	20210906	GO_Central			membrane
UniProtKB	P11469	ysmA		GO:0047617	GO_REF:0000033	IBA	PANTHER:PTN001273712|UniProtKB:P77712|UniProtKB:Q55777	F	Uncharacterized protein YsmA	UniProtKB:P11469|PTN002067518	protein	NCBITaxon:224308	20190502	GO_Central			fatty acyl-CoA hydrolase activity
UniProtKB	P11065	hpr		GO:0006950	GO_REF:0000033	IBA	PANTHER:PTN002109389|UniProtKB:O34777|UniProtKB:P27245	P	HTH-type transcriptional regulator Hpr	UniProtKB:P11065|PTN002431213	protein	NCBITaxon:224308	20220416	GO_Central			response to stress
UniProtKB	P11065	hpr		GO:0006355	GO_REF:0000033	IBA	PANTHER:PTN002109389|UniProtKB:P11065|UniProtKB:P27245|UniProtKB:P0ACR9|UniProtKB:O34777|UniProtKB:Q9HZZ4|UniProtKB:Q8EI70|UniProtKB:P0A8W2	P	HTH-type transcriptional regulator Hpr	UniProtKB:P11065|PTN002431213	protein	NCBITaxon:224308	20221009	GO_Central			regulation of DNA-templated transcription
UniProtKB	P11045	dfrA		GO:0050661	GO_REF:0000033	IBA	PANTHER:PTN000167322|UniProtKB:P0ABQ4|RGD:2500|UniProtKB:P9WNX1|UniProtKB:P00374	F	Dihydrofolate reductase	UniProtKB:P11045|PTN000167379	protein	NCBITaxon:224308	20170613	GO_Central			NADP binding
UniProtKB	P11045	dfrA		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000167378|UniProtKB:P0ABQ4	C	Dihydrofolate reductase	UniProtKB:P11045|PTN000167379	protein	NCBITaxon:224308	20170613	GO_Central			cytosol
UniProtKB	P11045	dfrA		GO:0046654	GO_REF:0000033	IBA	PANTHER:PTN000167322|UniProtKB:P00374|UniProtKB:P9WNX1|RGD:2500|SGD:S000005762	P	Dihydrofolate reductase	UniProtKB:P11045|PTN000167379	protein	NCBITaxon:224308	20230407	GO_Central			tetrahydrofolate biosynthetic process
UniProtKB	P11045	dfrA		GO:0046452	GO_REF:0000033	IBA	PANTHER:PTN000167322|SGD:S000005762|RGD:2500|UniProtKB:P00374	P	Dihydrofolate reductase	UniProtKB:P11045|PTN000167379	protein	NCBITaxon:224308	20221010	GO_Central			dihydrofolate metabolic process
UniProtKB	P11045	dfrA		GO:0004146	GO_REF:0000033	IBA	PANTHER:PTN000167322|FB:FBgn0004087|dictyBase:DDB_G0286755|RGD:2500|MGI:MGI:94890|PomBase:SPCC1223.08c|SGD:S000005762|UniProtKB:P0ABQ4|CGD:CAL0000177250|ZFIN:ZDB-GENE-010406-5|UniProtKB:Q86XF0|UniProtKB:P00374|UniProtKB:P9WNX1	F	Dihydrofolate reductase	UniProtKB:P11045|PTN000167379	protein	NCBITaxon:224308	20221010	GO_Central			dihydrofolate reductase activity
UniProtKB	P11045	dfrA		GO:0046655	GO_REF:0000033	IBA	PANTHER:PTN000167322|ZFIN:ZDB-GENE-010406-5|RGD:2500	P	Dihydrofolate reductase	UniProtKB:P11045|PTN000167379	protein	NCBITaxon:224308	20230407	GO_Central			folic acid metabolic process
UniProtKB	P11044	thyA2		GO:0004799	GO_REF:0000033	IBA	PANTHER:PTN000167391|UniProtKB:P9WFR9|UniProtKB:P04818|WB:WBGene00022455|SGD:S000005600|RGD:3921|ZFIN:ZDB-GENE-040426-59|MGI:MGI:98878|UniProtKB:P0CI79|UniProtKB:P0A884|PomBase:SPAC15E1.04	F	Thymidylate synthase 2	UniProtKB:P11044|PTN000167465	protein	NCBITaxon:224308	20210904	GO_Central			thymidylate synthase activity
UniProtKB	P11044	thyA2		GO:0006231	GO_REF:0000033	IBA	PANTHER:PTN000167391|MGI:MGI:98878|UniProtKB:P0A884|PomBase:SPAC15E1.04|WB:WBGene00022455|UniProtKB:P04818|UniProtKB:P9WFR9|SGD:S000005600|RGD:3921|ZFIN:ZDB-GENE-040426-59	P	Thymidylate synthase 2	UniProtKB:P11044|PTN000167465	protein	NCBITaxon:224308	20210904	GO_Central			dTMP biosynthetic process
UniProtKB	P11044	thyA2		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN000167391|UniProtKB:P0A884	C	Thymidylate synthase 2	UniProtKB:P11044|PTN000167465	protein	NCBITaxon:224308	20210904	GO_Central			cytosol
UniProtKB	P24281	yaaK		GO:0003677	GO_REF:0000033	IBA	PANTHER:PTN002125043|UniProtKB:P0A8B5	F	Nucleoid-associated protein YaaK	UniProtKB:P24281|PTN002125094	protein	NCBITaxon:224308	20180110	GO_Central			DNA binding
UniProtKB	P24281	yaaK		GO:0005829	GO_REF:0000033	IBA	PANTHER:PTN002125071|UniProtKB:P0A8B5	C	Nucleoid-associated protein YaaK	UniProtKB:P24281|PTN002125094	protein	NCBITaxon:224308	20180110	GO_Central			cytosol
UniProtKB	Q59HN8	rapH		GO:0005515	PMID:21346797	IPI	UniProtKB:P06628	F	Response regulator aspartate phosphatase H	yeeH|yzqA|BSU06830	protein	NCBITaxon:224308	20231125	IntAct			protein binding
UniProtKB	P94542	zapA		GO:0005515	PMID:16796675	IPI	UniProtKB:P17865	F	Cell division protein ZapA	yshA|BSU28610	protein	NCBITaxon:224308	20231125	IntAct			protein binding
UniProtKB	P94542	zapA		GO:0005515	PMID:21630458	IPI	UniProtKB:P17865	F	Cell division protein ZapA	yshA|BSU28610	protein	NCBITaxon:224308	20231125	IntAct			protein binding
UniProtKB	P94525	araD		GO:0008270	GO_REF:0000024	ISS	UniProtKB:P08203	F	L-ribulose-5-phosphate 4-epimerase	BSU28780	protein	NCBITaxon:224308	20180514	UniProt			zinc ion binding
UniProtKB	P94525	araD		GO:0008742	GO_REF:0000024	ISS	UniProtKB:P08203	F	L-ribulose-5-phosphate 4-epimerase	BSU28780	protein	NCBITaxon:224308	20180514	UniProt			L-ribulose-phosphate 4-epimerase activity
UniProtKB	P94525	araD		GO:0019569	GO_REF:0000024	ISS	UniProtKB:P08203	P	L-ribulose-5-phosphate 4-epimerase	BSU28780	protein	NCBITaxon:224308	20180514	UniProt			L-arabinose catabolic process to xylulose 5-phosphate
UniProtKB	P94512	serB		GO:0016311	PMID:28189581	IDA		P	Phosphoserine phosphatase	ysaA|BSU28940	protein	NCBITaxon:224308	20191031	UniProt			dephosphorylation
