	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	passed_curation	passed_replicate_corr	passed_replicate_correlations
SRX4172504	2018-08-14 00:10:01	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR7268672	SRP149875	PRJNA474815	474815	SRS3384146	SAMN09374284	SRA715855	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0.0	5659214	9374284				Bacillus subtilis subsp. subtilis 168				True	True	True	False	True	True
SRX4172505	2018-08-14 00:10:01	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR7268671	SRP149875	PRJNA474815	474815	SRS3384147	SAMN09374283	SRA715855	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0.0	5659215	9374283				Bacillus subtilis subsp. subtilis 168				True	True	True	False	True	True
SRX4172506	2018-08-14 00:10:01	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	NextSeq 500	SRR7268670	SRP149875	PRJNA474815	474815	SRS3384148	SAMN09374282	SRA715855	RNA-Seq	other	TRANSCRIPTOMIC		INSTITUTE OF PHARMACY AND MOLECULAR BIOTECHNOLOGY	0	0.0	5659216	9374282				Bacillus subtilis subsp. subtilis 168				True	True	True	False	True	True
SRX4477716	2019-03-22 16:23:28	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7613016	SRP155548	PRJNA483214	483214	SRS3602917	SAMN09728275	SRA745940	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6063607	9728275	GSE117802	GSM3309462						True	False	False	False	True	True
SRX4477717	2019-03-22 16:23:28	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7613017	SRP155548	PRJNA483214	483214	SRS3602918	SAMN09728274	SRA745940	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6063608	9728274	GSE117802	GSM3309463						True	False	False	False	True	True
SRX4477718	2019-03-22 16:23:28	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7613018	SRP155548	PRJNA483214	483214	SRS3602919	SAMN09728273	SRA745940	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6063609	9728273	GSE117802	GSM3309464						True	True	True	False	True	True
SRX4477719	2019-03-22 16:23:28	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR7613019	SRP155548	PRJNA483214	483214	SRS3602920	SAMN09728272	SRA745940	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6063610	9728272	GSE117802	GSM3309465						True	True	True	False	True	True
SRX4703435	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852774	SRP162037	PRJNA491499	491499	SRS3797515	SAMN10079059	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6369713	10079059	GSE120050	GSM3392538	25099370.0					True	True	True	True	True	True
SRX4703436	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852775	SRP162037	PRJNA491499	491499	SRS3797493	SAMN10079057	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6369714	10079057	GSE120050	GSM3392539	25099370.0					True	True	True	True	True	True
SRX4703437	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852776	SRP162037	PRJNA491499	491499	SRS3797494	SAMN10079056	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6369715	10079056	GSE120050	GSM3392540	25099370.0					True	True	True	True	True	True
SRX4703438	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852777	SRP162037	PRJNA491499	491499	SRS3797495	SAMN10079054	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6369716	10079054	GSE120050	GSM3392541	25099370.0					True	True	True	True	True	True
SRX4703439	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852778	SRP162037	PRJNA491499	491499	SRS3797496	SAMN10079112	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6369717	10079112	GSE120050	GSM3392542	25099370.0					True	True	True	True	True	True
SRX4703440	2018-09-25 18:30:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR7852779	SRP162037	PRJNA491499	491499	SRS3797499	SAMN10079110	SRA776468	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6369718	10079110	GSE120050	GSM3392543	25099370.0					True	True	True	True	True	True
SRX4902978	2019-10-21 08:47:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR8075141	SRP166096	PRJNA497441	497441	SRS3949321	SAMN10256626	SRA795703	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6604323	10256626	GSE121479	GSM3436991						False	True	False	False	True	True
SRX4902979	2019-10-21 08:47:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR8075142	SRP166096	PRJNA497441	497441	SRS3949323	SAMN10256631	SRA795703	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6604324	10256631	GSE121479	GSM3436992						False	True	False	False	True	True
SRX4902980	2019-10-21 08:47:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR8075143	SRP166096	PRJNA497441	497441	SRS3949322	SAMN10256630	SRA795703	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6604325	10256630	GSE121479	GSM3436993						False	True	False	False	True	True
SRX4902981	2019-10-21 08:47:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR8075144	SRP166096	PRJNA497441	497441	SRS3949324	SAMN10256629	SRA795703	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6604326	10256629	GSE121479	GSM3436994						False	True	False	False	True	True
SRX4902982	2019-10-21 08:47:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR8075145	SRP166096	PRJNA497441	497441	SRS3949325	SAMN10256628	SRA795703	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6604327	10256628	GSE121479	GSM3436995						False	True	False	False	True	True
SRX4902983	2019-10-21 08:47:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR8075146	SRP166096	PRJNA497441	497441	SRS3949326	SAMN10256627	SRA795703	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6604328	10256627	GSE121479	GSM3436996						False	True	False	False	True	True
SRX5177009	2019-11-01 16:16:19	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8366689	SRP174365	PRJNA511580	511580	SRS4184281	SAMN10640312	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6991940	10640312	GSE124307	GSM3528723	32313019.0	NCIB 3610	WT			True	True	True	True	True	True
SRX5177010	2019-11-01 16:16:19	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8366690	SRP174365	PRJNA511580	511580	SRS4184282	SAMN10640311	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6991941	10640311	GSE124307	GSM3528724	32313019.0	NCIB 3610	WT			True	True	True	True	True	True
SRX5177011	2019-11-01 16:16:19	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8366691	SRP174365	PRJNA511580	511580	SRS4184283	SAMN10640310	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6991942	10640310	GSE124307	GSM3528725	32313019.0	NCIB 3610	Single tasA mutant			True	True	True	True	True	True
SRX5177012	2019-11-01 16:16:19	535026	Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051	1423	91061	535026	Bacillus subtilis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR8366692	SRP174365	PRJNA511580	511580	SRS4184284	SAMN10640309	SRA826764	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	6991943	10640309	GSE124307	GSM3528726	32313019.0	NCIB 3610	Single tasA mutant			True	True	True	True	True	True
SRX5278698	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473179	SRP181188	PRJNA516445	516445	SRS4278665	SAMN10788814	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115484	10788814	GSE125467	GSM3574692	32176689.0					True	True	True	True	True	True
SRX5278699	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473180	SRP181188	PRJNA516445	516445	SRS4278666	SAMN10788819	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115485	10788819	GSE125467	GSM3574693	32176689.0					True	True	True	True	True	True
SRX5278700	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473181	SRP181188	PRJNA516445	516445	SRS4278667	SAMN10788818	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115486	10788818	GSE125467	GSM3574694	32176689.0					True	True	True	True	True	True
SRX5278701	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473182	SRP181188	PRJNA516445	516445	SRS4278668	SAMN10788817	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115487	10788817	GSE125467	GSM3574695	32176689.0					True	True	True	True	True	True
SRX5278702	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473183	SRP181188	PRJNA516445	516445	SRS4278669	SAMN10788816	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115488	10788816	GSE125467	GSM3574696	32176689.0					True	True	True	True	True	True
SRX5278703	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473184	SRP181188	PRJNA516445	516445	SRS4278671	SAMN10788815	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115489	10788815	GSE125467	GSM3574697	32176689.0					True	True	True	True	True	True
SRX5278704	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473185	SRP181188	PRJNA516445	516445	SRS4278670	SAMN10788813	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115490	10788813	GSE125467	GSM3574698	32176689.0					True	True	True	True	True	True
SRX5278705	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473186	SRP181188	PRJNA516445	516445	SRS4278672	SAMN10788812	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115491	10788812	GSE125467	GSM3574699	32176689.0					True	True	True	True	True	True
SRX5278706	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473187	SRP181188	PRJNA516445	516445	SRS4278673	SAMN10788811	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115492	10788811	GSE125467	GSM3574700	32176689.0					True	True	True	True	False	False
SRX5278707	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473188	SRP181188	PRJNA516445	516445	SRS4278675	SAMN10788810	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115493	10788810	GSE125467	GSM3574701	32176689.0					True	True	True	True	True	True
SRX5278708	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473189	SRP181188	PRJNA516445	516445	SRS4278674	SAMN10788809	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115494	10788809	GSE125467	GSM3574702	32176689.0					True	True	True	True	True	True
SRX5278709	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473190	SRP181188	PRJNA516445	516445	SRS4278676	SAMN10788808	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115495	10788808	GSE125467	GSM3574703	32176689.0					True	True	True	True	True	True
SRX5278710	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473191	SRP181188	PRJNA516445	516445	SRS4278678	SAMN10788807	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115496	10788807	GSE125467	GSM3574704	32176689.0					True	True	True	True	True	True
SRX5278711	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473192	SRP181188	PRJNA516445	516445	SRS4278677	SAMN10788806	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115497	10788806	GSE125467	GSM3574705	32176689.0					True	True	True	True	True	True
SRX5278712	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473193	SRP181188	PRJNA516445	516445	SRS4278679	SAMN10788805	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115498	10788805	GSE125467	GSM3574706	32176689.0					True	True	True	True	False	False
SRX5278713	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473194	SRP181188	PRJNA516445	516445	SRS4278681	SAMN10788804	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115499	10788804	GSE125467	GSM3574707	32176689.0					True	True	True	True	True	True
SRX5278714	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473195	SRP181188	PRJNA516445	516445	SRS4278680	SAMN10788803	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115500	10788803	GSE125467	GSM3574708	32176689.0					True	True	True	True	True	True
SRX5278715	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473196	SRP181188	PRJNA516445	516445	SRS4278682	SAMN10788802	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115501	10788802	GSE125467	GSM3574709	32176689.0					True	True	True	True	True	True
SRX5278716	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473197	SRP181188	PRJNA516445	516445	SRS4278683	SAMN10788801	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115502	10788801	GSE125467	GSM3574710	32176689.0					True	True	True	True	True	True
SRX5278717	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473198	SRP181188	PRJNA516445	516445	SRS4278684	SAMN10788800	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115503	10788800	GSE125467	GSM3574711	32176689.0					True	True	True	True	True	True
SRX5278718	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473199	SRP181188	PRJNA516445	516445	SRS4278685	SAMN10788799	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115504	10788799	GSE125467	GSM3574712	32176689.0					True	True	True	True	True	True
SRX5278719	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473200	SRP181188	PRJNA516445	516445	SRS4278686	SAMN10788798	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115505	10788798	GSE125467	GSM3574713	32176689.0					True	True	True	True	True	True
SRX5278720	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473201	SRP181188	PRJNA516445	516445	SRS4278688	SAMN10788797	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115506	10788797	GSE125467	GSM3574714	32176689.0					True	True	True	True	True	True
SRX5278721	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473202	SRP181188	PRJNA516445	516445	SRS4278687	SAMN10788796	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115507	10788796	GSE125467	GSM3574715	32176689.0					True	True	True	True	True	True
SRX5278722	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473203	SRP181188	PRJNA516445	516445	SRS4278689	SAMN10788795	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115508	10788795	GSE125467	GSM3574716	32176689.0					True	True	True	False	True	True
SRX5278723	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473204	SRP181188	PRJNA516445	516445	SRS4278690	SAMN10788793	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115509	10788793	GSE125467	GSM3574717	32176689.0					True	True	True	False	True	True
SRX5278724	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473205	SRP181188	PRJNA516445	516445	SRS4278691	SAMN10788792	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115510	10788792	GSE125467	GSM3574718	32176689.0					True	True	True	False	True	True
SRX5278725	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473206	SRP181188	PRJNA516445	516445	SRS4278693	SAMN10788791	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115511	10788791	GSE125467	GSM3574719	32176689.0					True	True	True	False	True	True
SRX5278726	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473207	SRP181188	PRJNA516445	516445	SRS4278692	SAMN10788790	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115512	10788790	GSE125467	GSM3574720	32176689.0					True	True	True	False	True	True
SRX5278727	2019-04-15 15:49:08	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473208	SRP181188	PRJNA516445	516445	SRS4278694	SAMN10788789	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115513	10788789	GSE125467	GSM3574721	32176689.0					True	True	True	False	True	True
SRX5278728	2019-04-15 15:49:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473209	SRP181188	PRJNA516445	516445	SRS4278695	SAMN10788729	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115514	10788729	GSE125467	GSM3574722	32176689.0					True	True	True	False	True	True
SRX5278729	2019-04-15 15:49:09	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR8473210	SRP181188	PRJNA516445	516445	SRS4278696	SAMN10788794	SRA837611	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7115515	10788794	GSE125467	GSM3574723	32176689.0					True	True	True	False	True	True
SRX5283813	2019-04-01 16:55:15	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina MiSeq	SRR8478961	SRP181675	PRJNA516686	516686	SRS4283554	SAMN10794046	SRA838302	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7120642	10794046	GSE125530	GSM3576617	30782632.0	PS533				True	False	False	False	True	True
SRX5283814	2019-04-01 16:55:15	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina MiSeq	SRR8478962	SRP181675	PRJNA516686	516686	SRS4283556	SAMN10794045	SRA838302	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7120643	10794045	GSE125530	GSM3576618	30782632.0	PS533				True	False	False	False	True	True
SRX5283815	2019-04-01 16:55:15	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina MiSeq	SRR8478963	SRP181675	PRJNA516686	516686	SRS4283558	SAMN10794047	SRA838302	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7120644	10794047	GSE125530	GSM3576619	30782632.0	PS533				True	False	False	False	True	True
SRX5283816	2019-04-01 16:55:15	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina MiSeq	SRR8478964	SRP181675	PRJNA516686	516686	SRS4283555	SAMN10794044	SRA838302	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7120645	10794044	GSE125530	GSM3576620	30782632.0	PS533				True	True	False	False	True	True
SRX5283817	2019-04-01 16:55:15	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina MiSeq	SRR8478965	SRP181675	PRJNA516686	516686	SRS4283557	SAMN10794043	SRA838302	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7120646	10794043	GSE125530	GSM3576621	30782632.0	PS533				True	True	False	False	True	True
SRX5283818	2019-04-01 16:55:15	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina MiSeq	SRR8478966	SRP181675	PRJNA516686	516686	SRS4283559	SAMN10794042	SRA838302	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7120647	10794042	GSE125530	GSM3576622	30782632.0	PS533				True	True	False	False	True	True
SRX5283819	2019-04-01 16:55:15	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina MiSeq	SRR8478967	SRP181675	PRJNA516686	516686	SRS4283560	SAMN10794041	SRA838302	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7120648	10794041	GSE125530	GSM3576623	30782632.0	PS533				True	False	False	False	True	True
SRX5283820	2019-04-01 16:55:15	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina MiSeq	SRR8478968	SRP181675	PRJNA516686	516686	SRS4283561	SAMN10794039	SRA838302	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7120649	10794039	GSE125530	GSM3576624	30782632.0	PS533				True	True	False	False	True	True
SRX5283821	2019-04-01 16:55:15	1423	Bacillus subtilis	1423	91061	1423	Bacillus subtilis	PAIRED	ILLUMINA	Illumina MiSeq	SRR8478969	SRP181675	PRJNA516686	516686	SRS4283562	SAMN10794038	SRA838302	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0.0	7120650	10794038	GSE125530	GSM3576625	30782632.0	PS533				True	False	False	False	True	True
SRX533166	2014-05-14 00:00:00	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1274789	SRP041677	PRJNA245111	245111	SRS601974	SAMN02725505	SRA159056	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEORGETOWN UNIVERSITY	0	0.0	733723	2725505				SMY	flgB::erm			True	True	True	True	True	True
SRX533171	2014-05-14 00:00:00	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1274790	SRP041677	PRJNA245111	245111	SRS601978	SAMN02725504	SRA159056	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEORGETOWN UNIVERSITY	0	0.0	733728	2725504				SMY	flgB::erm			True	True	True	True	True	True
SRX533786	2014-05-14 00:00:00	135461	Bacillus subtilis subsp. subtilis	1423	91061	135461	Bacillus subtilis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR1274791	SRP041677	PRJNA245111	245111	SRS602514	SAMN02731661	SRA159056	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEORGETOWN UNIVERSITY	0	0.0	737025	2731661				SRB268	flgB::erm codY::(erm::spc)			True	True	True	True	True	True
